Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_log,Attrition_Encoded,Overtime_Encoded,bt,IncomeBin,Attrition_Risk,AtRiskFlag
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,8.661466680572662,0,0,1,"(4174.0, 7339.0]",0.0017651729380233241,0
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,9.09873819539488,0,0,2,"(7339.0, 10504.0]",0.06545359368066898,0
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,9.866460431699052,0,0,2,"(16834.0, 19999.0]",0.19920812273486144,0
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,8.56388591940822,1,1,1,"(4174.0, 7339.0]",0.19609538265373458,0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,8.451694209183541,0,0,2,"(4174.0, 7339.0]",0.3341334762641026,0
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,9.814710982145282,0,0,1,"(16834.0, 19999.0]",0.00818990788349494,0
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,8.567506005289827,0,0,2,"(4174.0, 7339.0]",0.032194675259892995,0
27,No,Non-Travel,210,Sales,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,8.756210091886738,0,1,0,"(4174.0, 7339.0]",0.07854038096949512,0
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,8.490849216076635,0,0,2,"(4174.0, 7339.0]",0.012673129910716794,0
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,9.208939391060555,0,0,1,"(7339.0, 10504.0]",0.2075243826986553,0
45,No,Travel_Rarely,549,Research & Development,8,4,Other,452,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,8.21554741194707,0,0,1,"(990.01, 4174.0]",0.040922510962472604,0
40,No,Travel_Rarely,1124,Sales,1,2,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,8.917042560738766,0,1,1,"(7339.0, 10504.0]",0.18224865250882746,0
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,7.659171367666058,1,1,1,"(990.01, 4174.0]",0.7855201584751658,1
29,No,Travel_Rarely,738,Research & Development,9,5,Other,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,8.290041618704489,0,0,1,"(990.01, 4174.0]",0.1491210300509551,0
30,No,Travel_Rarely,570,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,8.71915396346254,0,0,1,"(4174.0, 7339.0]",0.007277053852565455,0
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,8.734721003944811,0,0,1,"(4174.0, 7339.0]",0.03549493585696674,0
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,8.7558950816463,0,0,1,"(4174.0, 7339.0]",0.007328459250864656,0
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,9.351058378915061,0,1,1,"(10504.0, 13669.0]",0.024929585412347743,0
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,8.874028122556336,0,1,1,"(4174.0, 7339.0]",0.053380737765005244,0
29,No,Travel_Rarely,144,Sales,10,1,Marketing,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,9.020268861722167,0,1,1,"(7339.0, 10504.0]",0.1325011108760065,0
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,8.999125391527247,0,0,1,"(7339.0, 10504.0]",0.0019454279700026405,0
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,7.974188669286011,0,0,1,"(990.01, 4174.0]",0.039224367222300244,0
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,8.704999678440762,0,1,1,"(4174.0, 7339.0]",0.28565598775825835,0
47,No,Travel_Frequently,1309,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,7.998671361015776,0,0,2,"(990.01, 4174.0]",0.35946837100336876,0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,9.67990640549087,0,0,1,"(13669.0, 16834.0]",0.0698711751595799,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,8.444622498581403,0,0,0,"(4174.0, 7339.0]",0.022393276077163363,0
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,7.89989532313973,0,1,1,"(990.01, 4174.0]",0.037020331892203835,0
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,7.771067086065406,0,0,1,"(990.01, 4174.0]",0.022625379622922555,0
48,No,Travel_Rarely,530,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,9.433883843311719,0,0,1,"(10504.0, 13669.0]",0.25924344122343845,0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,8.695339376799712,0,1,1,"(4174.0, 7339.0]",0.06356839949178665,0
30,No,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,8.463159302923751,0,1,0,"(4174.0, 7339.0]",0.38188779254509997,0
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,8.574895901544526,0,0,1,"(4174.0, 7339.0]",0.04293888900830827,0
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,8.822027322685583,0,0,1,"(4174.0, 7339.0]",0.047407329830569646,0
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,7.684783943522785,1,1,2,"(990.01, 4174.0]",0.9530756006164929,1
36,No,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,8.802973456578423,0,0,0,"(4174.0, 7339.0]",0.008669722216776072,0
36,No,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,9.179881164491475,0,0,2,"(7339.0, 10504.0]",0.11902295020091083,0
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,8.81818627792769,0,0,1,"(4174.0, 7339.0]",0.006362033749602059,0
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,7.7025561132685825,0,1,1,"(990.01, 4174.0]",0.04968067888163162,0
21,No,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,7.8674885686991285,0,0,0,"(990.01, 4174.0]",0.21943930908847903,0
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,7.955775781534187,1,1,1,"(990.01, 4174.0]",0.5283961207262401,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,8.146998697389993,0,0,1,"(990.01, 4174.0]",0.057057032636974654,0
46,No,Non-Travel,1144,Research & Development,7,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,8.567696173589344,0,0,0,"(4174.0, 7339.0]",0.0038639886159884595,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,9.143773127704069,1,0,2,"(7339.0, 10504.0]",0.22303297892962448,0
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,9.258844781035798,0,0,1,"(7339.0, 10504.0]",0.015300815868598409,0
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,8.761080103868347,1,1,1,"(4174.0, 7339.0]",0.3653442020087846,0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,7.885329239273191,0,1,1,"(990.01, 4174.0]",0.44221063114135833,0
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,7.907283609426348,1,0,1,"(990.01, 4174.0]",0.2897153947382678,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,7.697121317282625,0,0,1,"(990.01, 4174.0]",0.2027338323141954,0
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,8.785845337961213,0,0,1,"(4174.0, 7339.0]",0.26615182784905966,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,8.247220052745229,0,0,1,"(990.01, 4174.0]",0.017144010153287877,0
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,8.566744970245486,0,0,1,"(4174.0, 7339.0]",0.05921518545069386,0
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,9.302554855963994,0,0,1,"(10504.0, 13669.0]",0.06765817987335844,0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,8.504513138258863,0,0,1,"(4174.0, 7339.0]",0.007672180482103969,0
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,7.841492924460013,0,0,1,"(990.01, 4174.0]",0.03564592974805426,0
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,8.576405051048084,1,1,0,"(4174.0, 7339.0]",0.5336503039959766,0
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,9.720765915720834,0,1,1,"(13669.0, 16834.0]",0.00954838400862092,0
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,8.357259153499912,0,1,1,"(4174.0, 7339.0]",0.06494370546668106,0
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,7.814803429489359,0,0,1,"(990.01, 4174.0]",0.2319160208528672,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,8.04012466444838,1,0,2,"(990.01, 4174.0]",0.13711382166684355,0
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,7.716460800176355,0,0,1,"(990.01, 4174.0]",0.24718661082973892,0
36,No,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,8.935508711503221,0,0,1,"(7339.0, 10504.0]",0.15910164559361784,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,7.734558844354756,1,1,2,"(990.01, 4174.0]",0.8572515524599114,1
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,8.017966703493599,0,0,1,"(990.01, 4174.0]",0.021876202981892304,0
40,No,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,8.651024539049757,0,0,1,"(4174.0, 7339.0]",0.01468750183676997,0
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,7.854381210652365,0,0,1,"(990.01, 4174.0]",0.06686500832719644,0
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,8.342363500380579,0,1,1,"(4174.0, 7339.0]",0.19332374619284112,0
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,9.570598887246268,0,0,1,"(13669.0, 16834.0]",0.009119976539589875,0
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,8.145839612936841,0,0,1,"(990.01, 4174.0]",0.07177077233236495,0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,9.873389104712095,0,0,1,"(16834.0, 19999.0]",0.03510119506790429,0
34,No,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,8.785539527561276,0,0,0,"(4174.0, 7339.0]",0.04847716174372724,0
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,8.36799688505411,0,0,1,"(4174.0, 7339.0]",0.03088984498818859,0
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,7.7226775164680035,0,0,2,"(990.01, 4174.0]",0.4939504229037228,0
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,8.416930769477844,0,1,1,"(4174.0, 7339.0]",0.08079445779503741,0
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,8.409162447202533,0,1,1,"(4174.0, 7339.0]",0.522274893996981,0
37,No,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,8.400659375160286,0,1,0,"(4174.0, 7339.0]",0.10965417111318515,0
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,7.704811922932594,0,0,1,"(990.01, 4174.0]",0.19568565382118103,0
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,9.862561385923483,0,1,2,"(16834.0, 19999.0]",0.05526247652515058,0
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,9.488956472414216,0,0,2,"(10504.0, 13669.0]",0.020993779569969867,0
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,8.791486026749002,0,0,1,"(4174.0, 7339.0]",0.07311419925620527,0
41,No,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,9.035153304082828,0,0,1,"(7339.0, 10504.0]",0.01296476601732093,0
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,8.424858580213442,0,0,1,"(4174.0, 7339.0]",0.0275650566210014,0
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,8.302017809751204,1,0,1,"(990.01, 4174.0]",0.19874416575291504,0
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,8.98343977178426,0,1,1,"(7339.0, 10504.0]",0.010222013823416512,0
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,7.884199933676039,0,0,1,"(990.01, 4174.0]",0.03911499823744667,0
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,9.714503852868623,0,0,1,"(13669.0, 16834.0]",0.0010964854056550036,0
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,8.424419791263883,0,0,2,"(4174.0, 7339.0]",0.056267836474337016,0
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,8.714731714015052,0,0,1,"(4174.0, 7339.0]",0.0436266223561469,0
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,9.881599752778099,0,0,1,"(16834.0, 19999.0]",0.06280340797683048,0
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,8.478660241699453,0,0,1,"(4174.0, 7339.0]",0.0014768042821115411,0
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,8.41715183723601,0,0,2,"(4174.0, 7339.0]",0.009349629204511394,0
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,8.071843149609158,1,1,1,"(990.01, 4174.0]",0.5147196427270637,0
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,7.763021309018518,1,0,2,"(990.01, 4174.0]",0.2217200709317476,0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,7.440146680662688,0,1,2,"(990.01, 4174.0]",0.3496407648034089,0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,9.800457652216584,0,0,1,"(16834.0, 19999.0]",0.002899254962192458,0
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,7.967973179662935,0,0,1,"(990.01, 4174.0]",0.08004948161692352,0
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,7.6487397889562425,0,0,0,"(990.01, 4174.0]",0.03073226218732677,0
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,9.387314322443542,0,0,1,"(10504.0, 13669.0]",0.01824779964806867,0
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,7.842671474979457,1,0,1,"(990.01, 4174.0]",0.3999187176657556,0
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,7.84971375760487,1,0,1,"(990.01, 4174.0]",0.1754656434600667,0
30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,9.037533407550814,0,0,0,"(7339.0, 10504.0]",0.0281532869072311,0
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,9.555276687009526,0,0,1,"(13669.0, 16834.0]",0.07349152697940792,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,9.743729514150925,0,0,1,"(16834.0, 19999.0]",0.08017671538949134,0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,7.84971375760487,0,0,0,"(990.01, 4174.0]",0.014221334802073715,0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,9.236690147298965,0,0,2,"(7339.0, 10504.0]",0.05808994808311227,0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,8.531293315795018,0,0,1,"(4174.0, 7339.0]",0.002802921223421417,0
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,9.790430830243832,0,0,1,"(16834.0, 19999.0]",0.04755230191738901,0
